NACA 0021 Airfoil M=0.0% P=0.0% T=21.0%
  1.000000  0.002205
  0.990000  0.004645
  0.980000  0.007056
  0.970000  0.009437
  0.960000  0.011790
  0.950000  0.014115
  0.940000  0.016412
  0.930000  0.018682
  0.920000  0.020926
  0.910000  0.023143
  0.900000  0.025335
  0.890000  0.027501
  0.880000  0.029643
  0.870000  0.031759
  0.860000  0.033852
  0.850000  0.035920
  0.840000  0.037964
  0.830000  0.039984
  0.820000  0.041981
  0.810000  0.043955
  0.800000  0.045905
  0.790000  0.047831
  0.780000  0.049735
  0.770000  0.051615
  0.760000  0.053472
  0.750000  0.055305
  0.740000  0.057115
  0.730000  0.058902
  0.720000  0.060665
  0.710000  0.062404
  0.700000  0.064118
  0.690000  0.065809
  0.680000  0.067474
  0.670000  0.069115
  0.660000  0.070730
  0.650000  0.072319
  0.640000  0.073881
  0.630000  0.075417
  0.620000  0.076926
  0.610000  0.078407
  0.600000  0.079859
  0.590000  0.081282
  0.580000  0.082675
  0.570000  0.084038
  0.560000  0.085369
  0.550000  0.086667
  0.540000  0.087933
  0.530000  0.089165
  0.520000  0.090361
  0.510000  0.091522
  0.500000  0.092645
  0.490000  0.093731
  0.480000  0.094776
  0.470000  0.095781
  0.460000  0.096744
  0.450000  0.097663
  0.440000  0.098537
  0.430000  0.099365
  0.420000  0.100145
  0.410000  0.100874
  0.400000  0.101553
  0.390000  0.102177
  0.380000  0.102747
  0.370000  0.103259
  0.360000  0.103711
  0.350000  0.104101
  0.340000  0.104426
  0.330000  0.104685
  0.320000  0.104874
  0.310000  0.104990
  0.300000  0.105030
  0.290000  0.104991
  0.280000  0.104870
  0.270000  0.104663
  0.260000  0.104364
  0.250000  0.103972
  0.240000  0.103480
  0.230000  0.102883
  0.220000  0.102176
  0.210000  0.101353
  0.200000  0.100407
  0.190000  0.099331
  0.180000  0.098116
  0.170000  0.096753
  0.160000  0.095232
  0.150000  0.093540
  0.140000  0.091665
  0.130000  0.089589
  0.120000  0.087293
  0.110000  0.084756
  0.100000  0.081948
  0.090000  0.078837
  0.080000  0.075377
  0.070000  0.071510
  0.060000  0.067158
  0.050000  0.062207
  0.040000  0.056485
  0.030000  0.049703
  0.020000  0.041296
  0.010000  0.029815
  0.000000  0.000000
  0.010000 -0.029815
  0.020000 -0.041296
  0.030000 -0.049703
  0.040000 -0.056485
  0.050000 -0.062207
  0.060000 -0.067158
  0.070000 -0.071510
  0.080000 -0.075377
  0.090000 -0.078837
  0.100000 -0.081948
  0.110000 -0.084756
  0.120000 -0.087293
  0.130000 -0.089589
  0.140000 -0.091665
  0.150000 -0.093540
  0.160000 -0.095232
  0.170000 -0.096753
  0.180000 -0.098116
  0.190000 -0.099331
  0.200000 -0.100407
  0.210000 -0.101353
  0.220000 -0.102176
  0.230000 -0.102883
  0.240000 -0.103480
  0.250000 -0.103972
  0.260000 -0.104364
  0.270000 -0.104663
  0.280000 -0.104870
  0.290000 -0.104991
  0.300000 -0.105030
  0.310000 -0.104990
  0.320000 -0.104874
  0.330000 -0.104685
  0.340000 -0.104426
  0.350000 -0.104101
  0.360000 -0.103711
  0.370000 -0.103259
  0.380000 -0.102747
  0.390000 -0.102177
  0.400000 -0.101553
  0.410000 -0.100874
  0.420000 -0.100145
  0.430000 -0.099365
  0.440000 -0.098537
  0.450000 -0.097663
  0.460000 -0.096744
  0.470000 -0.095781
  0.480000 -0.094776
  0.490000 -0.093731
  0.500000 -0.092645
  0.510000 -0.091522
  0.520000 -0.090361
  0.530000 -0.089165
  0.540000 -0.087933
  0.550000 -0.086667
  0.560000 -0.085369
  0.570000 -0.084038
  0.580000 -0.082675
  0.590000 -0.081282
  0.600000 -0.079859
  0.610000 -0.078407
  0.620000 -0.076926
  0.630000 -0.075417
  0.640000 -0.073881
  0.650000 -0.072319
  0.660000 -0.070730
  0.670000 -0.069115
  0.680000 -0.067474
  0.690000 -0.065809
  0.700000 -0.064118
  0.710000 -0.062404
  0.720000 -0.060665
  0.730000 -0.058902
  0.740000 -0.057115
  0.750000 -0.055305
  0.760000 -0.053472
  0.770000 -0.051615
  0.780000 -0.049735
  0.790000 -0.047831
  0.800000 -0.045905
  0.810000 -0.043955
  0.820000 -0.041981
  0.830000 -0.039984
  0.840000 -0.037964
  0.850000 -0.035920
  0.860000 -0.033852
  0.870000 -0.031759
  0.880000 -0.029643
  0.890000 -0.027501
  0.900000 -0.025335
  0.910000 -0.023143
  0.920000 -0.020926
  0.930000 -0.018682
  0.940000 -0.016412
  0.950000 -0.014115
  0.960000 -0.011790
  0.970000 -0.009437
  0.980000 -0.007056
  0.990000 -0.004645
  1.000000 -0.002205
